cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,current_zscore,projected_zscore,projected_hi,projected_lo,category,indicator,timestamp,simulations
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.7502039,.6444213,1.343477,-.0546341,stock market,S&P 500,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",-1.979027,-1.249461,-.5504056,-1.948516,spending,Personal consumption expenditures,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",-2.057216,-1.515569,-.816514,-2.214625,manufacturing,Industrial production,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",-3.260423,-2.571716,-1.87266,-3.270771,jobs,Nonfarm payrolls,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",.6458718,.7473833,1.446439,.0483279,inflation,Consumer price index,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",2.891383,2.741219,3.440274,2.042163,income,Real disposable personal income,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/8/2020,Trump,Biden,"",-.5015345,-.2006206,.2936863,-.6949274,combined,Average of all six indicators,22:02:02  8 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",.9536672,.838543,1.542695,.1343913,stock market,S&P 500,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",-1.979027,-1.206751,-.5025998,-1.910903,spending,Personal consumption expenditures,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",-2.057216,-1.472049,-.7678977,-2.176201,manufacturing,Industrial production,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",-3.260423,-2.541028,-1.836877,-3.24518,jobs,Nonfarm payrolls,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",.6458718,.7491753,1.453327,.0450235,inflation,Consumer price index,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",2.891383,2.742059,3.446211,2.037907,income,Real disposable personal income,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/7/2020,Trump,Biden,"",-.467624,-.148342,.3495684,-.6462525,combined,Average of all six indicators,21:01:02  7 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",.9536672,.8363429,1.545893,.1267923,stock market,S&P 500,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",-1.979027,-1.193516,-.4839659,-1.903067,spending,Personal consumption expenditures,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",-2.057216,-1.461874,-.7523237,-2.171425,manufacturing,Industrial production,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",-3.260423,-2.528285,-1.818734,-3.237836,jobs,Nonfarm payrolls,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",.6458718,.7509673,1.460518,.0414167,inflation,Consumer price index,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",2.891383,2.738918,3.448469,2.029368,income,Real disposable personal income,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/6/2020,Trump,Biden,"",-.467624,-.1429079,.3588201,-.6446359,combined,Average of all six indicators,21:06:02  6 Sep 2020,40000
2020,President,polls-plus,9/5/2020,Trump,Biden,"",.9536672,.8341427,1.549092,.1191933,stock market,S&P 500,22:17:02  5 Sep 2020,40000
2020,President,polls-plus,9/5/2020,Trump,Biden,"",-1.979027,-1.180282,-.4653321,-1.895231,spending,Personal consumption expenditures,22:17:02  5 Sep 2020,40000
2020,President,polls-plus,9/5/2020,Trump,Biden,"",-2.057216,-1.451699,-.7367496,-2.166648,manufacturing,Industrial production,22:17:02  5 Sep 2020,40000
2020,President,polls-plus,9/5/2020,Trump,Biden,"",-3.260423,-2.515542,-1.800592,-3.230491,jobs,Nonfarm payrolls,22:17:02  5 Sep 2020,40000
2020,President,polls-plus,9/5/2020,Trump,Biden,"",.6458718,.7527593,1.467709,.0378098,inflation,Consumer price index,22:17:02  5 Sep 2020,40000
2020,President,polls-plus,9/5/2020,Trump,Biden,"",2.891383,2.735778,3.450727,2.020828,income,Real disposable personal income,22:17:02  5 Sep 2020,40000
2020,President,polls-plus,9/5/2020,Trump,Biden,"",-.467624,-.1374738,.3680719,-.6430194,combined,Average of all six indicators,22:17:02  5 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.9536672,.8319426,1.550987,.112898,stock market,S&P 500,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",-1.979027,-1.167046,-.4480018,-1.886091,spending,Personal consumption expenditures,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",-2.057216,-1.441524,-.7224793,-2.160568,manufacturing,Industrial production,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",-3.948104,-3.308164,-2.589119,-4.027209,jobs,Nonfarm payrolls,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.6458718,.7545512,1.473596,.0355066,inflation,Consumer price index,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",2.891383,2.732637,3.451682,2.013592,income,Real disposable personal income,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",-.5822374,-.2662673,.242174,-.7747086,combined,Average of all six indicators,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",1.015404,.8896283,1.614213,.1650435,stock market,S&P 500,21:55:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",-1.979027,-1.14414,-.4195554,-1.868725,spending,Personal consumption expenditures,21:55:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",-2.057216,-1.420358,-.6957733,-2.144943,manufacturing,Industrial production,21:55:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",-3.932809,-3.275621,-2.551036,-4.000206,jobs,Nonfarm payrolls,21:55:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",.6458718,.7563432,1.480928,.0317585,inflation,Consumer price index,21:55:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",2.891383,2.73082,3.455405,2.006236,income,Real disposable personal income,21:55:03  3 Sep 2020,40000
2020,President,polls-plus,9/3/2020,Trump,Biden,"",-.5693988,-.2438879,.2684709,-.7562466,combined,Average of all six indicators,21:55:03  3 Sep 2020,40000
2020,President,polls-plus,9/2/2020,Trump,Biden,"",1.269996,1.131295,1.86096,.4016309,stock market,S&P 500,21:52:26  2 Sep 2020,40000
2020,President,polls-plus,9/2/2020,Trump,Biden,"",-1.979027,-1.090404,-.3607396,-1.820068,spending,Personal consumption expenditures,21:52:26  2 Sep 2020,40000
2020,President,polls-plus,9/2/2020,Trump,Biden,"",-2.057216,-1.363762,-.6340973,-2.093426,manufacturing,Industrial production,21:52:26  2 Sep 2020,40000
2020,President,polls-plus,9/2/2020,Trump,Biden,"",-3.932809,-3.238501,-2.508837,-3.968165,jobs,Nonfarm payrolls,21:52:26  2 Sep 2020,40000
2020,President,polls-plus,9/2/2020,Trump,Biden,"",.6458718,.7581874,1.487852,.0285231,inflation,Consumer price index,21:52:26  2 Sep 2020,40000
2020,President,polls-plus,9/2/2020,Trump,Biden,"",2.891383,2.732169,3.461833,2.002505,income,Real disposable personal income,21:52:26  2 Sep 2020,40000
2020,President,polls-plus,9/2/2020,Trump,Biden,"",-.5269667,-.1785025,.3374481,-.6944531,combined,Average of all six indicators,21:52:26  2 Sep 2020,40000
2020,President,polls-plus,9/1/2020,Trump,Biden,"",1.16377,1.028271,1.763361,.2931808,stock market,S&P 500,19:06:02  1 Sep 2020,40000
2020,President,polls-plus,9/1/2020,Trump,Biden,"",-1.979027,-1.093513,-.3584228,-1.828603,spending,Personal consumption expenditures,19:06:02  1 Sep 2020,40000
2020,President,polls-plus,9/1/2020,Trump,Biden,"",-2.057216,-1.371854,-.6367637,-2.106944,manufacturing,Industrial production,19:06:02  1 Sep 2020,40000
2020,President,polls-plus,9/1/2020,Trump,Biden,"",-3.932809,-3.236248,-2.501158,-3.971338,jobs,Nonfarm payrolls,19:06:02  1 Sep 2020,40000
2020,President,polls-plus,9/1/2020,Trump,Biden,"",.6458718,.7600316,1.495121,.0249417,inflation,Consumer price index,19:06:02  1 Sep 2020,40000
2020,President,polls-plus,9/1/2020,Trump,Biden,"",2.891383,2.725701,3.460791,1.990611,income,Real disposable personal income,19:06:02  1 Sep 2020,40000
2020,President,polls-plus,9/1/2020,Trump,Biden,"",-.5446709,-.1979351,.3218519,-.7177222,combined,Average of all six indicators,19:06:02  1 Sep 2020,40000
2020,President,polls-plus,8/31/2020,Trump,Biden,"",1.113552,.9788297,1.719569,.2380899,stock market,S&P 500,19:00:04 31 Aug 2020,40000
2020,President,polls-plus,8/31/2020,Trump,Biden,"",-1.979027,-1.087967,-.3472273,-1.828707,spending,Personal consumption expenditures,19:00:04 31 Aug 2020,40000
2020,President,polls-plus,8/31/2020,Trump,Biden,"",-2.057216,-1.370131,-.6293908,-2.11087,manufacturing,Industrial production,19:00:04 31 Aug 2020,40000
2020,President,polls-plus,8/31/2020,Trump,Biden,"",-3.932809,-3.228709,-2.487969,-3.969449,jobs,Nonfarm payrolls,19:00:04 31 Aug 2020,40000
2020,President,polls-plus,8/31/2020,Trump,Biden,"",.6458718,.7618757,1.502615,.021136,inflation,Consumer price index,19:00:04 31 Aug 2020,40000
2020,President,polls-plus,8/31/2020,Trump,Biden,"",2.891383,2.72041,3.46115,1.97967,income,Real disposable personal income,19:00:04 31 Aug 2020,40000
2020,President,polls-plus,8/31/2020,Trump,Biden,"",-.5530407,-.2042819,.3195002,-.7280639,combined,Average of all six indicators,19:00:04 31 Aug 2020,40000
2020,President,polls-plus,8/30/2020,Trump,Biden,"",1.134259,.996945,1.7434,.2504902,stock market,S&P 500,20:23:02 30 Aug 2020,40000
2020,President,polls-plus,8/30/2020,Trump,Biden,"",-1.979027,-1.070984,-.3245291,-1.817439,spending,Personal consumption expenditures,20:23:02 30 Aug 2020,40000
2020,President,polls-plus,8/30/2020,Trump,Biden,"",-2.057216,-1.35533,-.6088754,-2.101785,manufacturing,Industrial production,20:23:02 30 Aug 2020,40000
2020,President,polls-plus,8/30/2020,Trump,Biden,"",-3.932809,-3.214113,-2.467658,-3.960567,jobs,Nonfarm payrolls,20:23:02 30 Aug 2020,40000
2020,President,polls-plus,8/30/2020,Trump,Biden,"",.6458718,.7637199,1.510175,.0172651,inflation,Consumer price index,20:23:02 30 Aug 2020,40000
2020,President,polls-plus,8/30/2020,Trump,Biden,"",2.891383,2.716715,3.46317,1.97026,income,Real disposable personal income,20:23:02 30 Aug 2020,40000
2020,President,polls-plus,8/30/2020,Trump,Biden,"",-.5495895,-.1938411,.3339821,-.7216644,combined,Average of all six indicators,20:23:02 30 Aug 2020,40000
2020,President,polls-plus,8/29/2020,Trump,Biden,"",1.134259,.9942605,1.744925,.243596,stock market,S&P 500,19:00:02 29 Aug 2020,40000
2020,President,polls-plus,8/29/2020,Trump,Biden,"",-2.967396,-2.025276,-1.274612,-2.775941,spending,Personal consumption expenditures,19:00:02 29 Aug 2020,40000
2020,President,polls-plus,8/29/2020,Trump,Biden,"",-2.057216,-1.344337,-.593673,-2.095002,manufacturing,Industrial production,19:00:02 29 Aug 2020,40000
2020,President,polls-plus,8/29/2020,Trump,Biden,"",-3.932809,-3.201572,-2.450907,-3.952236,jobs,Nonfarm payrolls,19:00:02 29 Aug 2020,40000
2020,President,polls-plus,8/29/2020,Trump,Biden,"",.6458718,.7655641,1.516229,.0148996,inflation,Consumer price index,19:00:02 29 Aug 2020,40000
2020,President,polls-plus,8/29/2020,Trump,Biden,"",3.169111,3.058796,3.809461,2.308132,income,Real disposable personal income,19:00:02 29 Aug 2020,40000
2020,President,polls-plus,8/29/2020,Trump,Biden,"",-.6680298,-.2920941,.2387059,-.822894,combined,Average of all six indicators,19:00:02 29 Aug 2020,40000
2020,President,polls-plus,8/28/2020,Trump,Biden,"",1.134259,.991576,1.747796,.2353555,stock market,S&P 500,19:00:03 28 Aug 2020,40000
2020,President,polls-plus,8/28/2020,Trump,Biden,"",-2.967396,-2.010895,-1.254674,-2.767115,spending,Personal consumption expenditures,19:00:03 28 Aug 2020,40000
2020,President,polls-plus,8/28/2020,Trump,Biden,"",-2.057216,-1.333345,-.5771242,-2.089565,manufacturing,Industrial production,19:00:03 28 Aug 2020,40000
2020,President,polls-plus,8/28/2020,Trump,Biden,"",-3.932809,-3.189031,-2.43281,-3.945251,jobs,Nonfarm payrolls,19:00:03 28 Aug 2020,40000
2020,President,polls-plus,8/28/2020,Trump,Biden,"",.6458718,.7674083,1.523629,.0111878,inflation,Consumer price index,19:00:03 28 Aug 2020,40000
2020,President,polls-plus,8/28/2020,Trump,Biden,"",3.169111,3.055456,3.811676,2.299235,income,Real disposable personal income,19:00:03 28 Aug 2020,40000
2020,President,polls-plus,8/28/2020,Trump,Biden,"",-.6680298,-.2864718,.2482568,-.8212004,combined,Average of all six indicators,19:00:03 28 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",1.089816,.9480487,1.70817,.1879275,stock market,S&P 500,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",-3.246625,-2.271841,-1.51172,-3.031962,spending,Personal consumption expenditures,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",-2.057216,-1.331139,-.5710176,-2.09126,manufacturing,Industrial production,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",-3.932809,-3.181244,-2.421123,-3.941365,jobs,Nonfarm payrolls,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.6458718,.7692524,1.529374,.0091312,inflation,Consumer price index,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",2.912607,2.810072,3.570193,2.049951,income,Real disposable personal income,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",-.7647259,-.3761419,.1613449,-.9136288,combined,Average of all six indicators,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/26/2020,Trump,Biden,"",1.081501,.9387347,1.704498,.1729709,stock market,S&P 500,19:01:03 26 Aug 2020,40000
2020,President,polls-plus,8/26/2020,Trump,Biden,"",-3.246625,-2.258756,-1.492992,-3.02452,spending,Personal consumption expenditures,19:01:03 26 Aug 2020,40000
2020,President,polls-plus,8/26/2020,Trump,Biden,"",-2.057216,-1.321993,-.5562295,-2.087757,manufacturing,Industrial production,19:01:03 26 Aug 2020,40000
2020,President,polls-plus,8/26/2020,Trump,Biden,"",-3.932809,-3.169706,-2.403942,-3.93547,jobs,Nonfarm payrolls,19:01:03 26 Aug 2020,40000
2020,President,polls-plus,8/26/2020,Trump,Biden,"",.6458718,.7710966,1.53686,.0053328,inflation,Consumer price index,19:01:03 26 Aug 2020,40000
2020,President,polls-plus,8/26/2020,Trump,Biden,"",2.912607,2.806834,3.572598,2.04107,income,Real disposable personal income,19:01:03 26 Aug 2020,40000
2020,President,polls-plus,8/26/2020,Trump,Biden,"",-.7661117,-.3722984,.1691784,-.9137751,combined,Average of all six indicators,19:01:03 26 Aug 2020,40000
2020,President,polls-plus,8/25/2020,Trump,Biden,"",1.012269,.8720858,1.64343,.100741,stock market,S&P 500,23:50:03 25 Aug 2020,40000
2020,President,polls-plus,8/25/2020,Trump,Biden,"",-3.246625,-2.256322,-1.484977,-3.027667,spending,Personal consumption expenditures,23:50:03 25 Aug 2020,40000
2020,President,polls-plus,8/25/2020,Trump,Biden,"",-2.057216,-1.325204,-.5538592,-2.096549,manufacturing,Industrial production,23:50:03 25 Aug 2020,40000
2020,President,polls-plus,8/25/2020,Trump,Biden,"",-3.932809,-3.164862,-2.393517,-3.936206,jobs,Nonfarm payrolls,23:50:03 25 Aug 2020,40000
2020,President,polls-plus,8/25/2020,Trump,Biden,"",.6458718,.7729408,1.544286,.001596,inflation,Consumer price index,23:50:03 25 Aug 2020,40000
2020,President,polls-plus,8/25/2020,Trump,Biden,"",2.912607,2.802046,3.57339,2.030701,income,Real disposable personal income,23:50:03 25 Aug 2020,40000
2020,President,polls-plus,8/25/2020,Trump,Biden,"",-.7776502,-.3832192,.1622039,-.9286423,combined,Average of all six indicators,23:50:03 25 Aug 2020,40000
2020,President,polls-plus,8/24/2020,Trump,Biden,"",.9901701,.8499128,1.626912,.0729132,stock market,S&P 500,20:38:02 24 Aug 2020,40000
2020,President,polls-plus,8/24/2020,Trump,Biden,"",-3.246625,-2.245877,-1.468877,-3.022877,spending,Personal consumption expenditures,20:38:02 24 Aug 2020,40000
2020,President,polls-plus,8/24/2020,Trump,Biden,"",-2.057216,-1.319163,-.5421638,-2.096163,manufacturing,Industrial production,20:38:02 24 Aug 2020,40000
2020,President,polls-plus,8/24/2020,Trump,Biden,"",-3.932809,-3.155011,-2.378011,-3.932011,jobs,Nonfarm payrolls,20:38:02 24 Aug 2020,40000
2020,President,polls-plus,8/24/2020,Trump,Biden,"",.6458718,.7747849,1.551785,-.0022147,inflation,Consumer price index,20:38:02 24 Aug 2020,40000
2020,President,polls-plus,8/24/2020,Trump,Biden,"",2.912607,2.798409,3.575409,2.021409,income,Real disposable personal income,20:38:02 24 Aug 2020,40000
2020,President,polls-plus,8/24/2020,Trump,Biden,"",-.7813335,-.3828242,.1665976,-.9322459,combined,Average of all six indicators,20:38:02 24 Aug 2020,40000
2020,President,polls-plus,8/23/2020,Trump,Biden,"",.923339,.7858249,1.568341,.0033084,stock market,S&P 500,19:00:03 23 Aug 2020,40000
2020,President,polls-plus,8/23/2020,Trump,Biden,"",-3.246625,-2.243495,-1.460979,-3.026011,spending,Personal consumption expenditures,19:00:03 23 Aug 2020,40000
2020,President,polls-plus,8/23/2020,Trump,Biden,"",-2.057216,-1.322526,-.5400099,-2.105043,manufacturing,Industrial production,19:00:03 23 Aug 2020,40000
2020,President,polls-plus,8/23/2020,Trump,Biden,"",-3.932809,-3.150262,-2.367745,-3.932778,jobs,Nonfarm payrolls,19:00:03 23 Aug 2020,40000
2020,President,polls-plus,8/23/2020,Trump,Biden,"",.6458718,.7766291,1.559146,-.0058874,inflation,Consumer price index,19:00:03 23 Aug 2020,40000
2020,President,polls-plus,8/23/2020,Trump,Biden,"",2.912607,2.79358,3.576096,2.011063,income,Real disposable personal income,19:00:03 23 Aug 2020,40000
2020,President,polls-plus,8/23/2020,Trump,Biden,"",-.792472,-.3933749,.1599477,-.9466977,combined,Average of all six indicators,19:00:03 23 Aug 2020,40000
2020,President,polls-plus,8/22/2020,Trump,Biden,"",.923339,.7835637,1.571625,-.0044979,stock market,S&P 500,19:00:03 22 Aug 2020,40000
2020,President,polls-plus,8/22/2020,Trump,Biden,"",-3.246625,-2.229249,-1.441187,-3.01731,spending,Personal consumption expenditures,19:00:03 22 Aug 2020,40000
2020,President,polls-plus,8/22/2020,Trump,Biden,"",-2.057216,-1.312106,-.5240442,-2.100167,manufacturing,Industrial production,19:00:03 22 Aug 2020,40000
2020,President,polls-plus,8/22/2020,Trump,Biden,"",-3.932809,-3.138043,-2.349982,-3.926105,jobs,Nonfarm payrolls,19:00:03 22 Aug 2020,40000
2020,President,polls-plus,8/22/2020,Trump,Biden,"",.6458718,.7784733,1.566535,-.0095884,inflation,Consumer price index,19:00:03 22 Aug 2020,40000
2020,President,polls-plus,8/22/2020,Trump,Biden,"",2.912607,2.790485,3.578547,2.002424,income,Real disposable personal income,19:00:03 22 Aug 2020,40000
2020,President,polls-plus,8/22/2020,Trump,Biden,"",-.792472,-.3878126,.1694311,-.9450563,combined,Average of all six indicators,19:00:03 22 Aug 2020,40000
2020,President,polls-plus,8/21/2020,Trump,Biden,"",.923339,.7813026,1.574909,-.0123041,stock market,S&P 500,19:26:02 21 Aug 2020,40000
2020,President,polls-plus,8/21/2020,Trump,Biden,"",-3.246625,-2.215003,-1.421396,-3.008609,spending,Personal consumption expenditures,19:26:02 21 Aug 2020,40000
2020,President,polls-plus,8/21/2020,Trump,Biden,"",-2.057216,-1.301685,-.5080785,-2.095292,manufacturing,Industrial production,19:26:02 21 Aug 2020,40000
2020,President,polls-plus,8/21/2020,Trump,Biden,"",-3.932809,-3.125824,-2.332218,-3.919431,jobs,Nonfarm payrolls,19:26:02 21 Aug 2020,40000
2020,President,polls-plus,8/21/2020,Trump,Biden,"",.6458718,.7803174,1.573924,-.0132894,inflation,Consumer price index,19:26:02 21 Aug 2020,40000
2020,President,polls-plus,8/21/2020,Trump,Biden,"",2.912607,2.787391,3.580997,1.993784,income,Real disposable personal income,19:26:02 21 Aug 2020,40000
2020,President,polls-plus,8/21/2020,Trump,Biden,"",-.792472,-.3822502,.1789145,-.9434149,combined,Average of all six indicators,19:26:02 21 Aug 2020,40000
2020,President,polls-plus,8/20/2020,Trump,Biden,"",.9023111,.7603636,1.559667,-.0389395,stock market,S&P 500,19:00:04 20 Aug 2020,40000
2020,President,polls-plus,8/20/2020,Trump,Biden,"",-3.246625,-2.204738,-1.405435,-3.004041,spending,Personal consumption expenditures,19:00:04 20 Aug 2020,40000
2020,President,polls-plus,8/20/2020,Trump,Biden,"",-2.057216,-1.295925,-.4966217,-2.095228,manufacturing,Industrial production,19:00:04 20 Aug 2020,40000
2020,President,polls-plus,8/20/2020,Trump,Biden,"",-3.932809,-3.116136,-2.316833,-3.915439,jobs,Nonfarm payrolls,19:00:04 20 Aug 2020,40000
2020,President,polls-plus,8/20/2020,Trump,Biden,"",.6458718,.7821616,1.581465,-.0171415,inflation,Consumer price index,19:00:04 20 Aug 2020,40000
2020,President,polls-plus,8/20/2020,Trump,Biden,"",2.912607,2.783701,3.583004,1.984398,income,Real disposable personal income,19:00:04 20 Aug 2020,40000
2020,President,polls-plus,8/20/2020,Trump,Biden,"",-.7959766,-.3817621,.1834306,-.9469547,combined,Average of all six indicators,19:00:04 20 Aug 2020,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,"",.883284,.7413503,1.546482,-.0637814,stock market,S&P 500,23:52:08 19 Aug 2020,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,"",-3.246625,-2.194199,-1.389067,-2.99933,spending,Personal consumption expenditures,23:52:08 19 Aug 2020,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,"",-2.057216,-1.289857,-.4847257,-2.094989,manufacturing,Industrial production,23:52:08 19 Aug 2020,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,"",-3.932809,-3.106283,-2.301151,-3.911414,jobs,Nonfarm payrolls,23:52:08 19 Aug 2020,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,"",.6458718,.7840058,1.589137,-.0211259,inflation,Consumer price index,23:52:08 19 Aug 2020,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,"",2.912607,2.780047,3.585179,1.974916,income,Real disposable personal income,23:52:08 19 Aug 2020,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,"",-.7991478,-.3808226,.1884914,-.9501367,combined,Average of all six indicators,23:52:08 19 Aug 2020,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,"",.9182777,.7726326,1.583354,-.0380885,stock market,S&P 500,19:23:03 18 Aug 2020,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,"",-3.246625,-2.173597,-1.362876,-2.984318,spending,Personal consumption expenditures,19:23:03 18 Aug 2020,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,"",-2.057216,-1.27199,-.4612688,-2.082711,manufacturing,Industrial production,19:23:03 18 Aug 2020,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,"",-3.932809,-3.090019,-2.279298,-3.90074,jobs,Nonfarm payrolls,19:23:03 18 Aug 2020,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,"",.6458718,.7858499,1.596571,-.0248711,inflation,Consumer price index,19:23:03 18 Aug 2020,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,"",2.912607,2.777906,3.588627,1.967185,income,Real disposable personal income,19:23:03 18 Aug 2020,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,"",-.7933155,-.3665363,.2067301,-.9398027,combined,Average of all six indicators,19:23:03 18 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.9053224,.7593727,1.575796,-.0570504,stock market,S&P 500,22:43:02 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",-3.246625,-2.161975,-1.345552,-2.978398,spending,Personal consumption expenditures,22:43:02 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",-2.057216,-1.264659,-.4482356,-2.081082,manufacturing,Industrial production,22:43:02 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",-3.932809,-3.07948,-2.263057,-3.895903,jobs,Nonfarm payrolls,22:43:02 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",.6458718,.7876941,1.604117,-.028729,inflation,Consumer price index,22:43:02 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",2.912607,2.774413,3.590836,1.95799,income,Real disposable personal income,22:43:02 17 Aug 2020,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,"",-.7954748,-.3641057,.2131926,-.941404,combined,Average of all six indicators,22:43:02 17 Aug 2020,40000
2020,President,polls-plus,8/16/2020,Trump,Biden,"",.8907912,.7446991,1.566822,-.0774241,stock market,S&P 500,20:17:02 16 Aug 2020,40000
2020,President,polls-plus,8/16/2020,Trump,Biden,"",-3.246625,-2.15072,-1.328597,-2.972843,spending,Personal consumption expenditures,20:17:02 16 Aug 2020,40000
2020,President,polls-plus,8/16/2020,Trump,Biden,"",-2.057216,-1.25777,-.4356469,-2.079893,manufacturing,Industrial production,20:17:02 16 Aug 2020,40000
2020,President,polls-plus,8/16/2020,Trump,Biden,"",-3.932809,-3.069184,-2.247061,-3.891307,jobs,Nonfarm payrolls,20:17:02 16 Aug 2020,40000
2020,President,polls-plus,8/16/2020,Trump,Biden,"",.6458718,.7895383,1.611661,-.0325849,inflation,Consumer price index,20:17:02 16 Aug 2020,40000
2020,President,polls-plus,8/16/2020,Trump,Biden,"",2.912607,2.77086,3.592983,1.948737,income,Real disposable personal income,20:17:02 16 Aug 2020,40000
2020,President,polls-plus,8/16/2020,Trump,Biden,"",-.7978966,-.3620961,.2192328,-.9434249,combined,Average of all six indicators,20:17:02 16 Aug 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",.8907912,.742537,1.570211,-.0851368,stock market,S&P 500,19:00:05 15 Aug 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",-3.246625,-2.136545,-1.308871,-2.964219,spending,Personal consumption expenditures,19:00:05 15 Aug 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",-2.057216,-1.247447,-.419773,-2.075121,manufacturing,Industrial production,19:00:05 15 Aug 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",-3.932809,-3.057019,-2.229346,-3.884693,jobs,Nonfarm payrolls,19:00:05 15 Aug 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",.6458718,.7913824,1.619056,-.0362914,inflation,Consumer price index,19:00:05 15 Aug 2020,40000
