cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,ecwin_inc,ecwin_chal,ecwin_3rd,ec_nomajority,popwin_inc,popwin_chal,popwin_3rd,ev_inc,ev_chal,ev_3rd,ev_inc_hi,ev_chal_hi,ev_3rd_hi,ev_inc_lo,ev_chal_lo,ev_3rd_lo,national_voteshare_inc,national_voteshare_chal,national_voteshare_3rd,nat_voteshare_other,national_voteshare_inc_hi,national_voteshare_chal_hi,national_voteshare_3rd_hi,nat_voteshare_other_hi,national_voteshare_inc_lo,national_voteshare_chal_lo,national_voteshare_3rd_lo,nat_voteshare_other_lo,national_turnout,national_turnout_hi,national_turnout_lo,timestamp,simulations
2020,President,polls-plus,6/27/2020,Trump,Biden,"",.2081,.788425,,.003475,.1349,.8651,,196.2634,341.7366,,317,446,,92,221,,45.40378,53.29099,,1.305233,50.05018,57.91059,,2.030622,40.77088,48.67001,,.6599336,,,,11:09:37 10 Aug 2020,40000
2020,President,polls-plus,6/26/2020,Trump,Biden,"",.206375,.79055,,.003075,.1373,.8627,,195.4595,342.5405,,317,448,,90,221,,45.36304,53.33689,,1.300071,50.07875,58.02941,,2.029991,40.67146,48.61265,,.6623695,,,,11:12:25 10 Aug 2020,40000
2020,President,polls-plus,6/25/2020,Trump,Biden,"",.21695,.7795,,.00355,.14275,.85725,,198.2772,339.7228,,320,446,,92,218,,45.47114,53.23003,,1.298833,50.17564,57.90521,,2.029225,40.78851,48.51783,,.655317,,,,11:14:55 10 Aug 2020,40000
2020,President,polls-plus,6/24/2020,Trump,Biden,"",.210325,.786725,,.00295,.139475,.860525,,196.5073,341.4927,,318,447,,91,220,,45.38713,53.31142,,1.301456,50.10804,58.0117,,2.035001,40.65841,48.58786,,.6588315,,,,11:16:09 10 Aug 2020,40000
2020,President,polls-plus,6/23/2020,Trump,Biden,"",.2171,.780075,,.002825,.1458,.8542,,197.761,340.239,,322,447,,91,216,,45.44068,53.2442,,1.315118,50.26096,57.9963,,2.056763,40.67317,48.44623,,.663591,,,,11:16:41 10 Aug 2020,40000
2020,President,polls-plus,6/22/2020,Trump,Biden,"",.2154,.7816,,.003,.1423,.8577,,198.0367,339.9633,,320,447,,91,218,,45.40881,53.28255,,1.308633,50.19436,58.075,,2.048503,40.59536,48.48858,,.6628679,,,,11:15:47 10 Aug 2020,40000
2020,President,polls-plus,6/21/2020,Trump,Biden,"",.2195,.777475,,.003025,.147625,.852375,,199.1915,338.8086,,322,446,,92,216,,45.48504,53.20727,,1.30769,50.30505,57.9707,,2.031235,40.70179,48.40547,,.6615897,,,,11:18:56 10 Aug 2020,40000
2020,President,polls-plus,6/20/2020,Trump,Biden,"",.222,.77515,,.00285,.1485,.8515,,199.5023,338.4977,,322,446,,92,216,,45.49785,53.1989,,1.303245,50.29456,57.98159,,2.028631,40.72705,48.41396,,.6607718,,,,11:21:24 10 Aug 2020,40000
2020,President,polls-plus,6/19/2020,Trump,Biden,"",.225175,.771925,,.0029,.1517,.8483,,200.5645,337.4355,,325,446,,92,213,,45.53778,53.14845,,1.313769,50.37589,57.97366,,2.045823,40.7263,48.32314,,.6591908,,,,11:45:11 10 Aug 2020,40000
2020,President,polls-plus,6/18/2020,Trump,Biden,"",.2375,.75945,,.00305,.1602,.8398,,201.7995,336.2005,,329,446,,92,209,,45.61443,53.07222,,1.313351,50.51035,57.92015,,2.051174,40.76797,48.17367,,.6700203,,,,11:46:38 10 Aug 2020,40000
2020,President,polls-plus,6/17/2020,Trump,Biden,"",.235175,.761575,,.00325,.160625,.839375,,202.0645,335.9355,,327,446,,92,211,,45.61938,53.05688,,1.323733,50.49227,57.91314,,2.059546,40.75835,48.17007,,.6750205,,,,11:47:02 10 Aug 2020,40000
2020,President,polls-plus,6/16/2020,Trump,Biden,"",.2396,.75675,,.00365,.1632,.8368,,203.4893,334.5107,,328,444,,94,210,,45.68271,52.99614,,1.321142,50.54545,57.88606,,2.061718,40.80315,48.15334,,.6680158,,,,11:25:22 10 Aug 2020,40000
2020,President,polls-plus,6/15/2020,Trump,Biden,"",.2478,.749025,,.003175,.16485,.83515,,205.0138,332.9862,,328,442.5,,95.5,210,,45.75811,52.92667,,1.315226,50.5504,57.72252,,2.055342,40.9251,48.126,,.6673417,,,,11:27:55 10 Aug 2020,40000
2020,President,polls-plus,6/14/2020,Trump,Biden,"",.234775,.76255,,.002675,.153375,.846625,,201.995,336.005,,326,443,,95,212,,45.60586,53.07205,,1.322089,50.35146,57.8587,,2.051385,40.85883,48.30339,,.6721538,,,,11:51:25 10 Aug 2020,40000
2020,President,polls-plus,6/13/2020,Trump,Biden,"",.23715,.75935,,.0035,.1587,.8413,,203.3475,334.6525,,326,443,,95,212,,45.68189,53.00398,,1.314134,50.4464,57.77147,,2.051785,40.89159,48.24353,,.6686158,,,,11:52:52 10 Aug 2020,40000
2020,President,polls-plus,6/12/2020,Trump,Biden,"",.24235,.7543,,.00335,.1589,.8411,,203.924,334.076,,326,442,,96,212,,45.73086,52.94989,,1.319247,50.44556,57.68588,,2.043238,40.99991,48.22766,,.672668,,,,11:22:22 10 Aug 2020,40000
2020,President,polls-plus,6/11/2020,Trump,Biden,"",.245325,.75125,,.003425,.16185,.83815,,204.4158,333.5842,,328,442,,96,210,,45.76586,52.9145,,1.319637,50.50735,57.66437,,2.038496,41.04717,48.18432,,.6725276,,,,11:31:50 10 Aug 2020,40000
2020,President,polls-plus,6/10/2020,Trump,Biden,"",.28395,.711825,,.004225,.1819,.8181,,211.3559,326.6442,,333,438,,100,205,,46.01114,52.67278,,1.316082,50.75439,57.43367,,2.049852,41.27679,47.92501,,.6655345,,,,11:34:24 10 Aug 2020,40000
2020,President,polls-plus,6/9/2020,Trump,Biden,"",.288525,.7072,,.004275,.188,.812,,213.6465,324.3535,,334,435,,103,204,,46.1313,52.5538,,1.314901,50.85634,57.30523,,2.047077,41.38594,47.83714,,.6707772,,,,11:57:35 10 Aug 2020,40000
2020,President,polls-plus,6/8/2020,Trump,Biden,"",.303425,.692525,,.00405,.1998,.8002,,216.1307,321.8693,,337,434,,104,201,,46.24477,52.43583,,1.319401,50.99332,57.17598,,2.051627,41.52457,47.69545,,.6739508,,,,11:59:04 10 Aug 2020,40000
2020,President,polls-plus,6/7/2020,Trump,Biden,"",.302275,.6935,,.004225,.19975,.80025,,216.488,321.512,,337,434,,104,201,,46.2737,52.41333,,1.312971,51.05724,57.1865,,2.049617,41.49504,47.63892,,.668447,,,,11:28:26 10 Aug 2020,40000
2020,President,polls-plus,6/6/2020,Trump,Biden,"",.30525,.69085,,.0039,.201325,.798675,,217.2131,320.7869,,338,433,,105,200,,46.31012,52.378,,1.311875,51.04198,57.07314,,2.0509,41.62245,47.62445,,.6645366,,,,11:47:23 10 Aug 2020,40000
2020,President,polls-plus,6/5/2020,Trump,Biden,"",.30775,.687725,,.004525,.20515,.79485,,218.2592,319.7408,,339,432,,106,199,,46.36461,52.32565,,1.309747,51.10926,57.06739,,2.035725,41.62989,47.55882,,.6656066,,,,11:40:55 10 Aug 2020,40000
2020,President,polls-plus,6/4/2020,Trump,Biden,"",.28835,.70755,,.0041,.187825,.812175,,213.6946,324.3054,,335,434,,104,203,,46.17122,52.52184,,1.306939,50.82633,57.19538,,2.039343,41.49159,47.87417,,.6616863,,,,12:03:40 10 Aug 2020,40000
2020,President,polls-plus,6/3/2020,Trump,Biden,"",.292525,.703475,,.004,.190275,.809725,,214.5781,323.4219,,335,433,,105,203,,46.22312,52.47629,,1.300588,50.8365,57.11295,,2.027426,41.60196,47.85891,,.6611356,,,,11:24:29 10 Aug 2020,40000
2020,President,polls-plus,6/2/2020,Trump,Biden,"",.293975,.70225,,.003775,.1923,.8077,,214.024,323.976,,337,435,,103,201,,46.17807,52.50252,,1.319418,50.94933,57.25562,,2.049306,41.44363,47.74026,,.6755669,,,,11:34:32 10 Aug 2020,40000
2020,President,polls-plus,6/1/2020,Trump,Biden,"",.2959,.700575,,.003525,.1943,.8057,,215.0013,322.9987,,337,435,,103,201,,46.20322,52.47558,,1.321204,50.93565,57.19166,,2.042146,41.49165,47.73165,,.6759679,,,,11:53:49 10 Aug 2020,40000
